,language1_text,language2_text
1986657,Dawa komnaro do yanan naya as kasavat na do ama nawri. Do katori na pa marayi do vahay da am navoya sia no ama naya. Natodo o ama naya as nanyeng a mayayo a omvayat so manganak naya as kakepkep na kano karek na dia. ,Meyratateng am meytatanek rana a meysinaoli do ama na. Marai pa do vahay da am to na cita no ama na karilaw na nya. So nipalalayo na amrapong sya kayapet na sya apwapwen. 
1986658,"Vatan sia no anak aya, 'Ama, nakagatos ako do Dios as kan dimo as mayanong ako pava abnekan so manganak mo.' ","Maniring o anak na am, 'Mo ama, ko nyalalasan si Ama ta do to a yako kalalas do akman jimoo. So ji mo na abneki jyaken a anak mo an.' "
1986659,"Amna vinata no ama naya dira do pachirawatan na sawri, 'Nyeng kamo mapatwaw so kaaviran dana no lamit a pawnayen nio sia as kapangay nio dia so gadang kano sapatos, ","Maniring o ama na do lamlamsoy na am, 'Pangapey kamo so ney yapiya na ayob na, kapasaong nyo jya so tamtamek namen, kapantan nyo nya so tokap na, "
1986660,"as kangay nio a omahap sia o pinaytavatava tawri a baka, ta dimanen ta a pamistan, ",kangay nyo mangap so singasingeh no vinyay namen a pamaringan ta so kanen. 
1986661,ta no anak koaya nividang ko na nadiman am tayto akmay minirwa a maviay. Nabo sia amna tayto ko na sia navoya!' As somnitnan sa mamista.,Ta o anak ko rana ya am yakmey nimawakwak a na kavyay rana. Ta yakmey nimabo a apzapzatan a na kapeytotwaw rana.' Am ori o nipakapya da nisomaray nya.
1986662,"""Amna no matonetoneng aya a kakteh na a yapo do takey am nadngey na o togtog aya do pamistan aya do kapaypasngen na do vahay daya. ","""Omoli rana o rakerakeh a anak na nimapo do hakawan da am mamizing na rana o somaray do vahay da. "
1986663,Tawagan na dia o asa do pachirawatan da sawri a ahsan nia an ango inmonmoan no pariparinyen dawri. ,Am ori o nitawagan na do asa ka lamlamsoy da pacicin. 
1986664,"Vatan na sia no pachirawatan aya, 'Somnavat o kakteh mori as do soyot ni ama nio do nakapayvidi na a mapia am tayto na pinadiman o pinaytavatava ori a baka.' ","Maniring o lamlamsoy na am, 'Na nimacita ni ama mo si wari mo a yapya so kataotao a yanimai rana. Am ori o na nipangapan nya so ney yapiya na do vinyay nyo.' "
1986665,"Oyod na chinakohat o nadngey naya as nakey ava a somdep. As nangay o ama daya a omahoahok sia, ",Mamizing na no rakerakeh a anak na am to rana meyoyaoya. Am ori o ji na nisomdepi. Mamizing na ni ama na am ipanci na macilimot jira. 
1986666,"amna vinata na do ama naya, 'Do pira danaya a ka kawan a kapayserbi ko dimo a di machisobna dimo am tinorohan mo pava yaken so aran kadekey na kaddin a iyavayava ko nira o kaychayvan ko. ","Maniring do ama na am, 'To mo na naknakman, ta yako rana jyatenngi o zikzikna ko so vazay ta a yaji mapasobna do ciriciring mo. Am ikongo nakenakem mo jyaken. Yabwata pa o asa ka kagling a mo mina nakem jyaken a ipanaotao ko so kagagan ko. "
1986667,As kawara no manganak moaya a iya so napatawotawos so kaviayan mo do malalapos a pagostoan am nyeng mo a ipadiman no pinaytavatava a baka.' ,Am si wari rana am yana nipeyvwak o kangangay mo do na peyvozawan. Yameysinaoli am yamo ipangap so ney yapiya na vinyay ta.' 
1986668,"Amna vinata no ama naya, 'Manganak, fermi ka a machichasa diaken as no atavo a miniminyan ko am dira mo, ","Maniring o ama na am, 'Manganako, imo rana am ka macivahay jyaken an. O kangangay ko am miminen mo ori a amoonen an. "
1986669,"asna mayanong o kapaysoyosoyot ta kano kapamista ta takwan no kakteh moaya a nividang ko na nadiman am tayto akmay minirwa a maviay. Nabo sia amna tayto dana sia nayvidi!'""","Am si wari mo rana am yakmey nimawakwak a na kavyay an. Yakmey yanimabo a apzapzatan a na kapeytotwaw rana an. Am ori o ji na alasi no kasaray ta nya an.'"""
1986670,"Vinata na pa ya ni Jesus dira do disipolos na sawri. Kwana am, ""Mian o asa ka maynakem a tawo a mian so tinongdo a mamondan do miniminyan na. As nawara o vahevahey do maynakem aya do kadi na mayanongan no pariparinyen no tinongdo naya do trabaho naya. ","Maniring si Yeso do macinanao jya am, ""Amyan so asa ka lamlamsoy no katenngan a tao. Amyan so tao a omraherahet sya. Maniring do katenngan a tao am, 'Na to peyvwaka o warawara mo no lamlamsoy mo.' "
1986671,"Patawagan na nia o pachirawatan naya as kavata na sia dia, 'Tayto o madngedngey ko a komapet dimo, dawa kapiahen mo a areglohen o komwan do tinongdoan koaya dimo a trabaho, ta pakarohen ko naymo do anongen moaya.' ","Mamizing no lawpan da am tawagan na a mai. Maniring jya am, 'Yamyan so ko nimamizing a vazay mo. Itoro mo na jyaken o vatvatek no peymasaodan ko, ta ji ko na pahanhana imo a tomalamozong nya.' "
1986672,"As do kaktokto na nia no tawo aya o andelak na am vinata na do karakohan na, 'Makagwanta akoava do marahmet a trabaho, ta makaha o karakohan ko as an machilimos ako na so ichaviay ko am rakoh ya a pakasnekan ko, ",Mamizing no lamlamsoy na am manakenakem do onowned na. 'Si pagcinen na yaken no lawpan am ikongo pa vazay ko. Si amhakakaw ko am jyabo ko oyowyat a. Si macyakakan ko am ji ko asnek. 
1986673,dawa no parinyen ko sawen tapian risibien ako pa no tawo do vahavahay da an napakaro ako na do pwesto koaya am niaya.' ,No si abo vazay ko am apyapya rana o kato ko na macivahayan do manci nyaken a kagagan ko.' 
1986674,Dawa do nakapakaktokto na am nia o pinarin na. Tinayitayisa na sa ipatawag o mian pa so pamagan do apohen naya as kahes na nira an pira pa o logar da pagan. ,"Meyratateng am mangay na kakadain sira a ipanci o nimamood do lawpan na so nizpi. Maniring do asa am, 'Yapira o nivood mo do lawpan ko.' "
1986675,No asa am vinata na o kaasa na pa yatos a ka angang no haneng no pagan na pa. Vinata no mapakaro aya do pwesto na o kapatolas na so singkwenta dana ka angang. ,"Maniring am, 'Yasa poo (100) ka vakvaklit no haneng.' Maniring o lamlamsoy na am, 'O nivood mo ori am pahephepan ta, kalima na rana ngarnan (50).' "
1986676,No asa am vinata na o kayan pa no asa yatos a ka bayon no trigo no pagan na. Vinata na sia o kapatolas na so ochenta dana. ,"Maniring do asa am, 'Yapira jimo.' Maniring am, 'Yasa poo (100) a kalavalavat no mogis.' Maniring o lamlamsoy na am, 'O nivood mo ori am pahephepan ta, kawao na rana ngarnan (80).' "
1986677,"Do akmaya sia a pinarin no pachirawatan aya am pinachimasolivan sia no apohen naya a komtokto no andelak na."" As vatahen ko,"" kwana ni Jesus, ""ta no tawotawo sa a omonot do paparinyen no mondo aya am mapipia sa a mayprepara do andelak da as kanira no tawo a chinasehdangan no kakawyoran aya! ","Mamizing na no lawpan na am isaray na o lamlamsoy ori, do katey mapatak na a mangamaog so vazay a ipeypapyan na so kataotao na."" Maniring pa si Yeso am, ""Ko pa ciring jinyo am o ji manaralay a tao sicyakwaya am akman sang o ahahapan da so vazay da. So ikateneteneng da kano manaralay a tao. "
1986678,"Vatahen ko dinio o kaserbi nio so kaynakman nio do mondo aya a ipangho nio so mian so inmonmoan, ta anti no mabo dana o serbi no kartos am rawaten kamo anti do hanyit.","Ko pa ciring jinyo am apyapya o kapanidong nyo do karawan so ipangoyongoyod da tao, ta no marateng o araraw nyo am pasdepen na inyo ni Ama ta do to do vahay na do teyngato."
1986679,"""No maparin a ichasaray do dekey am maparin a ichasaray do rakoh, ta no mangotangotap do dekey am mangotangotap pa do rakoh. ","""O ji liklik so alikey a vazay a tao am ipeyhanhan o akman sang a mapeyvazay so rako a vazay. O ji ngezkezsang no alikey a vazay a kapangalalas na am ji meyhanhanan o akman sang a mapakavos so rako a vazay. "
1986680,As an di kamo a chinasaray do kaynakman do tana aya am maypango o kasaray ninio do somnivog aya a kaynakman. ,No marahet o ahahapan nyo so peymasaodan nyo do karawan am jyabo kapahanhan na jinyo ni Ama ta do to a tomalamozong no peymeymasaodan na do teyngato a. 
1986681,As an di kamo chinasaray do pinapondan dinio a dira no kadwan am maypango o katoroh da dinio so pakatanyan nio.,No si ji nyo a patakan o apzapzatan da no karwan no tao am jyabo katoro da nya jinyo so meyngongyod a peymeymasaodan nyo a.
1986682,"""Arava o makapayrayay sia payserbian o dadwa ka apohen, ta ichaddaw na o asa as kakontra na so asa, anmana anohdan na o asa as sobnahen na o asa. Maparin ava o kapayrayay nio sia payserbian o Dios as kano kaynakman no tana aya.""","""Abo o lamlamsoy a meyvazay do rarwa ka lawpan. No ikanig na o asa am ikaoya na o asa. No ikaoya na o asa am ikaglaw na o asa. Marahet o kapasaklang nyo ji Ama ta do to an, a tongdeng do peynizpi nyo an."""
1986683,As sira o Fariseo a oyod a malakam no kartos am chinayak da o nadngey daya. ,"Mamizing da no tao a macyagom do Vadisay o ciring na ni Yeso am ipeykeykaming da, ta ikakza da o nizpi. "
1986684,"Amna vinata dira ni Jesus, ""Masonong nio a panganohdan o tawo do kaakma nioy mapia so kaparin pero no Dios o makalir sia o mian do tawol nio as an ango o pakamapiahen dinio no tawo am nawri o ipsok no Dios. ","Maniring jira si Yeso am, ""Kanyo mapakapyapya so nakem do tangain no tao. Am si Ama ta do to rana am yamanita so onowned no tao an. Ta o ipanci no tao a ney makdeng na vazay am ipanci na ni Ama ta do to a jyakdeng."
1986685,Manda do nakawara ni Juan Bawtista am no pinatolas da Moises kanira no profeta o onotan nio asna sichangoriaw am no paypatolan no Dios o tayto a pawnonongen dinio as tayto sa aro o ompospos a somdep do paypatolan aya no Dios. ,"""Oyowyat no nitaid ni Moyse a kano panoyonoywan na so ciring ni Ama ta do to am o nimanaktak a si Yowani o pamindan na a kapeylimwang rana no Mapasaray a Ciriciring, do na katalamozong ninyo ni Ama ta do to. Ta abo tao a jyakza no katalamozong na nira. "
1986686,Amna vatahen ko o kasonosonong na mabo no tohos kano tana aya as kano kapaynyoha no nakatolas aya a onotan.,Am makeykeykai pa o hanit a kano karawan a mabo a kano asa ka ciring na ni Ama ta do to.
1986687,"""No atavo a mapasiay so kakovot na a mavakes as kapaychakovot na so matarek am mangadwan. As no omkakovot so mavakes a nachisiay do kakovot na am mangadwan pa.","""O mapakaro so kahanghangan na mavakes a kapapapen na pa so karwan no tao am raraten na ori. O mapapapen so nipakaro da mavakes am raraten na ori."""
1986688,"""Mian o asa ka maynakem a tawo. Maavid o onayen na as kapia no kanen na do kararaw, ","Maniring pa si Yeso am, ""No kakwa pa am amyan so asa ka katenngan a tao. Mangday do araraw kapeyyayob na so pipiya ayob a kakan na so ney yapipiya a kanekanen. "
1986689,as do ayeran no vahay naya am mian o asa ka makasiasi a manoka a mayngaran so Lazaro. ,"Am amyan so asa ka ipangoyongoyod da tao a meyngaran so Lasalo a meykanokanoka so kataotao a miray do pangengneban na no mabsoy a tao, "
1986690,Si Lazaro aya am katnayan na o kapakakan na do panda no maynakem aya. Do kayan naya daw am iyangay da taposan no chito o noka na sawri. ,a komakzeb so meycyakakas do kanen na. O nokanoka na am mangay da laposan no inoino. 
1986691,Kwanasaw am madiman si Lazaro aya as inangay da sia hapen no angheles a pasahen di Abraham do yanan nawri. Alit no nakadiman no maynakem aya as nivovon da sia. ,Mawakwak o ipangoyongoyod da tao ori am yangay da no tinsi do tangain ni Apolahan. Mawakwak o katenngan a tao ori am ibobo no tao. 
1986692,As do katori narana no maynakem aya do logar ori no pandidiwan am tomnangay as kavoya na si Abraham as kani Lazaro a tori machichasa sia. ,Amyan do kararatan a makaliliw so kataotao na am to na cita do teyngato si Apolahan a kani Lasalo. 
1986693,"Vatan na sia, 'Ama mo Abraham, ichasi mo pa yaken as tovoyen mo pa si Lazaro a mapatodo so tanoro na do danom as pangayen na do rida koaya, ta tayto ako a mahara so pandidiwan do apoy aya.' ","Meyratateng am tawagan na. Maniring am, 'Mo Apolahan, kasyasi mo pa yaken an. Tovoin mo pa si Lasalo a mapaiteng so likta ranom a itneb ko so tetehnan ko, ta ko tey rahet so kataotao do apoy eya.' "
1986694,"Amna vinata sia ni Abraham, 'Manganak, naknakmen mo ta do kaviay mo pa am pinagostoan mo o karakohan mo asna si Lazaro am oyod a nakasiasi. Asna sichangoriaw am tayto sia do kaydamnayan pero imo am tayto ka do pakasisian, ","Am maniring si Apolahan am, 'Manganako, mo pa manakem no kapeyigegen mo do karawan asyo an, a to meypanpan do kanekanen mo an. Am si Lasalo am abo ipangakaday na do araraw. Am sicyaikwaya am yamyan rana do jya yamacikasaray jyamen, a imo am ka amlavi so onowned. "
1986695,"as asa pa daw am maparin ava o mian do yanan namen aya a mangwan dinio as kadi na parinyan no mian do yanan nioaya a mangwan diamen, takwan tayto o ipaytaywawa a dia parin a payatovangan.' ",Jingwan so sang am mey ta kongwen o yamapeytawa jyaten a rako a alalasyas. Tana ikasi namen rana imo am jyabo kapakagcin namen so yamapeytawa jyaten eyto.' 
1986696,"Tominbay o maynakem aya as kavata na sia, 'An niaya maparin mo ama Abraham am tovoyen mo pa si Lazaro do vahay namen, ","Maniring o katenngan a tao am, 'No komwan mo akay am tovoin mo pa si Lasalo. Ta mangay do vahay da ama, "
1986697,ta ari pa sa o dadima sa a kakakteh ko as ichakey ko an iyangay na sa patanggalen tapian di dana sa mangay do yanan koaya a pandidiwan.' ,"a kapamizing na pa so yalalima a kakteh ko, ta maraherahet o kai da pa macitovong jyaken a makaliliw so kataotao da.' "
1986698,"Amna vinata ni Abraham, 'Tori o pinatolas da Moises kanira no profeta sa a logar a mapatanggal sira,' ","Maniring si Apolahan am, 'Cyaha, ta yamyan so da pangozayan a ciriciring na ni Moyse a kano panoyonoywan na so ciring ni Ama ta do to.' "
1986699,"amna vinata na, 'Manawob ava ya mo ama Abraham, asna an mian o yapo do yanan nioaya a mayvidi a mapatanggal sira am manehseh sawri.' ","Maniring o nikatenngan a tao am, 'Ji kakman sang mo akay, ta jyabo kaji da panoyngan so nimeyvangon a tao a mangay jira. Am ori o ipamlis da rana.' "
1986700,"Vatan sia ni Abraham, 'An di da panganohdan o vinata da Moises kanira no profeta sira am nawri pa sava anti o panganohdan da o nangay dira a yapo dia.'""","Maniring pa jya si Apolahan am, 'Tana myan so meyvangon a tao a mangay jira a kaji da nganoyngan do ciring na ni Moyse a kano panoyonoywan na so ciring ni Ama ta do to am jyabo kapanganoyong da.'"""
1986701,"Vinata ni Jesus do disipolos na saya, ""Omhamo ava o kayan no pakayapoan no kadodog kano kapakagatos no tawo pero nawri o mangananawa so pamandan o tawo a pakayapoan da nia. ","Maniring si Yeso do macinanao jya am, ""O raraten no tao am kangay na ori. Am o tao a yapwan na am ney rako na o oyaoya na no akman sang a tao ni Ama ta do to. "
1986702,As no akmaya sia tawo am mapipia an paypongan o lagaw na so rakoh a bato as kapagagtos sia do taaw as kano kapamarin na so kadodogan da no mametdeh pa saya. ,Ta o akman rana sang a tao am apyapya rana o kapila jya mangay itbong do awa. Ta maraherahet o kapeypalanginan na no ji makapatak nya a tao do peyraratenan da. 
1986703,Makapatak kamo do parinyen nio. An somnada o kakteh nio am pasonongen nio sia as kapakabo nio sia an masolib a manehseh. ,Azimanen nyo an. No meyraraten o kakteh nyo am vavagan nyo an. No si mamlis am to nyo peykabobwa o raraten na. 
1986704,"An pangayen ta ta do asa karaw as naypipito kayan no pasolian na dimo am pakaboan mo so maypipito an nawri o iyahes na dimo o kapakabo mo dia do kapanehseh na.""","No ipipito a meyraraten jinyo do kasaraw a kapangday na manci nya jinyo so, 'Cyaha, ta mamlis ko na,' am to nyo peykabobwa o raraten na jinyo an."""
1986705,"Vatan da sia no apostoles saya di Jesus, ""Payparakohen mo pa mo Apo o saray namen."" ","Maniring sira o nipamnekan na ni Yeso a omlivolivon no ciriciring na am, ""Ipanta mo yamen so rako a onowned namen ji Ama ta do to an."" "
1986706,"Vatan sia dira ni Jesus, ""An mian o saray nio a akma so dekey aya votoh am maparin nio a paydisen do mando nio o kayo aya a masapwat as kangay na a mamoha do taaw.","Maniring si Yeso am, ""Tana akman kamo so alikey a vettow no nappa so kakdekdeng no nakem am tana to mo nirsirnga o kayo a manci no, 'To ka botbot a kangay mo amlida do awa,' am jyabo kaji na ngonotan jinyo a."
1986707,"""An mian o pachirawatan nio a nawara a yapo a magarado anmana yapo a manidib do vinyay am payserbian nio paro sia a makavata sia, 'Nyeng ka na mangay a koman'? ","""No si myan jinyo so tao a mapeylamlamsoy so meymowamowa kano mapamangamangan so kagling am no nimapo rana do vazay na am manngwa, ipanci nyo jya o, 'Lisna jito a kakan mo.' "
1986708,"Omba, ta no vatahen nio sia am, 'Mananadi ka as kapayhanda mo niaken so oyaven ko tapian machitadi ka na anti an tayoka ako.' ","Jyabo kakman nyo sang a. Ji nyo mancyan jya o, 'Alici rana o ayob mo a kapanotong mo pa nyaken so yaven ko. Si mabsoy ko rana am ori o yakan mo.' "
1986709,Anmana yosad na paro pa pamahmahsan o pachirawatan naya do kaparin na so niyokoyokoran naya sia? Omba. ,"No teyka na rana o vazay na no lamlamsoy am manngwa, isaray na no lawpan na jya? Jyabo a. "
1986710,"Akma pa sia o kaparin nio, ta an napatongtong nio anti o atavo a niyokoyokoran ninio no Dios am no vatahen nio pa anti am, 'Tod kami a pachirawatan as tod namen a pinarin o niyokoyokoran niamen.'""","Akman kamo so sang an. No teyka nyo a peyvazain o vazay na jinyo ni Ama ta do to am ji kanyo mapakazwazway an. Ta adan ori a vazay no omraralay ni Ama ta do to a tao."""
1986711,"Do kapaypakwan ni Jesus do Jerusalem am nanahan do payawan no Samaria kano Galilea, ",Meypangay si Yeso do Yelosaleng am meyhatay do peyyawwan no Samadiya kano Cyadidi. 
1986712,"as do kasdep na do asa ka dekey a kavahayan am mian sa o minvayat sia a asapoho a ka madipad a makavawa sia, ","So nyangay na do asa ka ili do dang. Amyan so asa ngarnan (10) a omlabyab so kolit a tao a mangay sominmo sya. Am ori o nipeytatanek da do marai pa, "
1986713,"as katawatawag da a makavata sia, ""Jesus a Apohen, ichasi mo pa yamen."" ","amlololos a manci no, ""Mo Yeso, Panirsirngen namen, ikasyasi mo pa yamen eya an."" "
1986714,"Do nakavoya na so kaparin daya am vinata na dira, ""Iyangay nio a ipavoya o nakatova nio na dira do papali a sira so tay-anongen sia o komwan do ganit nioaya."" As do nakangay darana am napia sa atavo. ","Macita na sira ni Yeso am ipanci na jira o, ""Angay kamo ipacita o kataotao nyo do mapatanatanang so nakem ji Ama ta do to."" Mangay sira am todapya rana sira. "
1986715,"Asna no asa aya dira do nakadidiw na so nakapia narana am nayvidi di Jesus a mapamato so boses na a omdaday so Dios, ","Maliliw na no asa ka tao jira o kanimapya na rana no kataotao na am meysinaoli pa a somaray nya ji Ama ta do to, "
1986716,as kangay na domogod a komheb do kokod ni Jesus a mamahemahes sia. As no machitatarek do naparin aya am no tawo aya am asa ka Samaritano. ,a kapeylilitod na do tangain na ni Yeso a somaray nya jya. O tao rana ori am tao do Samadiya. 
1986717,"Vatan sia ni Jesus do tawotawo sawri, ""Asapoho paro sava a natova? Asna ara sa dino o sasiam sawri. ","Maniring si Yeso do aro a tao am, ""Da kasa ngarnan no yanimapya so kataotao ori am wanjin jya sira o yasasyam. "
1986718,"Moyvoh paro o matarek aya so idi o mayvidi as masolib a mamahemahes do Dios?"" ","Ikongo na ikaveyvow a yasomaray nya ji Ama ta do to a beken a Isedi a tao."" "
1986719,"Vatan na sia do natova aya a tayto pa domogod do salapan na, ""Mayvangon ka as kangay mo na, ta makayamot do saray mo am tayto ka natova.""","Maniring si Yeso jya am, ""Tanek rana kangay mo na. Ta yaka manoyong a meyhanhan ni Ama ta do to. So mo ikapya rana no kataotao."""
1986720,"Do nakahes da nia no Fariseo si Jesus an mango dana o kawara no paypatolan no Dios am vinata na, ""No kasitnan no kapaypatol no Dios am pachirayayan ava no mapaparin a kavoyan sia. ","Amyan so tao a macyagom do Vadisay a mapacici si Yeso. Naknakmen da o ipakateneng da do ipakasasnad na no talamozongan na no tao ni Ama ta do to. Maniring si Yeso am, ""O talamozongan na ninyo ni Ama ta do to am beken a todacita no mata ori an. "
1986721,"Anmana mavata ava o katayto na daw anmana diaya takwan no paypatolan aya no Dios am machipanghovok dinio.""","Abwata o tao a manci no, 'Cita pala, ta yamyan do jya.' Ta o italamozong na ni Ama ta do to am yamyan do onowned no tao."""
1986722,"Vatan na sia dira do disipolos na sawri, ""Mawara anti o tiempo a kaoyod nio a mahoho a makavoya so Naytawo aya so aran asa a karaw amna mavoya nioava anti ya. ","Maniring pa do macinanao jya am, ""No marateng o araraw na am tana ikeykakza nyo o kapakacita nyo jyaken a mai a omahap jinyo am jyabo kapakacita nyo jyaken a. "
1986723,"Mian sa anti o makavata sia dinio, 'Tayto sia dawri,' anmana 'Tayto sia dongoriaw,' amna onotan nio sava ya. ","Amyan so tao a manci nya jinyo so, 'Cita pala, ta yamyan do kwang si Yeso.' 'Cita pala, ta yamyan do jya.' Am ji nyo ngonoci sira an. "
1986724,Ta an kawara na anti am akma anti ya so kapaychichidat na a mayrayay so kavoyan sia do valogan kan do kadpidan. ,"Ta o araraw na no yai ko a Nipamnekan na ni Ama ta do to am abo ji makacita sya tao, akmey meycicilat a maniray. "
1986725,Amna no Naytawo aya am manma pa a mayparahan do pandidiwan as kano kaskeh da nia no tawotawo sichangoriaw. ,Am manmanma o keyyan no aro a alalaw ko do peymakarwan da jyaken no tao sicyakwaya. 
1986726,"As no kaparin anti no tawo do kapayvidi no Naytawo aya am akma do tiempo ni Noe, ",No meygegcin o Nipamnekan na ni Ama ta do to a tao am akman so cinasasaodan da da Noya no kakwa. 
1986727,"ta nawri o nisanga da o adan da sa pariparinyen a akma so kakan da, kapaychaynoynom da as kano kapaychakovot da a abo so kapananggal do manam ori a delobio a manda do nakasdep ni Noe do arka ori as kawara no delobio awri a chinadimanan da. ",No kaji na pa meykehnepan am to sirangned so ninyakan a kapazagzagpit da mangay do araraw no isdep da rana da Noya do avang da. Am meykehnep rana am nimamimin sira nimabalinas. 
1986728,"Akma pa anti ya do tiempo ni Lot, ta no tawotawo sa am parinyen da o sivog da sa pariparinyen a akma so kakan da, kapaychaynoynom da, kapanadiw, kapaydakaw, kapaymohamoha as kano kapayvahay da. ",O araraw na no ipeysinaoli ko am akman no kapeyigegen na pa ni Lote. O tao no kano nang am nikoman sira. Nimanazang sira. Nimhakakaw sira. Nimeypinapinan sira. 
1986729,Pero mawara dana o kakaro darana da Lot do Sodoma am natimoy no apoy kano makohat a bato a nia so chinadiman da atavo. ,Marateng o araw no ikaro na ni Lote do Sotoma am pakasen na rana ni Ama ta do to o apoy a kano makwat a vato a kamimin da nimaliman. 
1986730,Akma anti sia o kaparin no kadi makatanggalan so kapayvidi no Naytawo aya.,O araraw no yai ko a Nipamnekan na ni Ama ta do to a tao am akman so sang.
1986731,"""As do araw awri anti am no kadi darana somavatan pa do vahay da no tori abo do vahay da anmana tori do takey do kaktokto da pa nia librien o kadwan do warawara da, ","""O araraw na no nang am jindep do vahay da o myan do atep no vahay a mangap so apzapzatan. Akman sang o myan do nihakawan da, ta ji sira to ngoli. "
1986732,as ari nio manakem o naparin do kakovot ori ni Lot. ,Naknakmen nyo o mavakes na ni Lote a nimapaoli so mata na a kapeyvaliw na a tomigzang a asin. 
1986733,An sino o komita sia o tanyan na pakamian am payrarayawan na o viay na asna no ombo so viay na do ngaran no Dios am iya anti o makarawat so somnivog aya viay. ,Omnakenakem so ipeypapya na tao am ji na meypapyan ori. O mawakwak no vazay ko am dompeh jira o ikavyay no pahad da. 
1986734,Do ahep ori anti a kapayvidi no Naytawo aya am mian sa anti o dadwa a makaycheh as no asa am mahap anti as mavidin o asa. ,Ko pa ciring jinyo am do ahep no nang do ipeysinaoli ko am o rarwa ka tao a mitkeh do asa ka ititkehan am o asa jira o ahapen ko. O asa am vezeden ko. 
1986735,Mian sa anti o dadwa ka mavavakes a mangagiling as mahap anti o asa as mavidin anti o asa. [ ,O rarwa ka mavakes a manworod so kanen da am asa ahapen ko. O asa am vezeden ko. 
1986736,"Mian pa sa anti o dadwa ka mahahakay do takey. Mahap anti o asa as mavidin anti o asa.]"" ","[O rarwa ka mahakay do nihakawan da am asa o ahapen ko. O asa am vezeden ko.]"" "
1986737,"Ahsan da nia di Jesus, ""Dino anti o kaparinyan na nia, mo Apo."" ""Matalamad anti ya a akma so katalamad no kapanmo nio sia ta an dino yanan no nadiman a vinyay am dawri o kakpehan da no manomanok a koman sia,"" kwana no tinbay sira ni Jesus.","Pacicin da no macinanao jya. Maniring sira am, ""Mo Panirsirngen, do wanjin mangay na kasasnadan no akman sang a vazay ang."" Maniring si Yeso jira am, ""O yanan no nimawakwak a omalalam am ori o pacilolwan da no meyyasasalap."""
1986738,Pinawnonong ni Jesus dira do disipolos naya o asa aya a ka parabola a inanawo sira a masolib a machahoahok as kadi da dispresioan. ,Ipanci na jira ni Yeso o payyaingen na sya ipait na sira a meynozi. 
1986739,"Vinata na, ""Do asa ka kavahayan am mian o asa ka hoyis a di ninchad kano diamo no Dios kano tawo. ","Maniring jira am, ""Amyan do asa ka ili so mapacicici a tao. Ji na raralayan si Ama ta do to a ji mapanadnad so icyatatao na. "
1986740,"Mian pa o asa ka makasiasi a bioda a di minhemhes a mangay do hoyis aya a makavata sia, 'Torohan mo pa yaken so hostisia dira do omtetek aya diaken.' ",Amyan do ili ang so asa ka vao a mavakes a masangib a mapasyasi jya a manci no alalaw na. 
1986741,"Do kavayo nawri a mangangay sia no bioda aya am nisikaso nava o iyahes naya a sidong. Amna do kwanasaw am vinata na do aktokto na, 'Aran abo o kamoamo ko no Dios anmana tawo, ","Am to na nazibwan no mapacicici a tao. Meyratateng am manakenakem do onowned na am, 'Tana ji ko manaralay a ji mapanadnad so icyatatao ko am, "
1986742,"am makayamot do kafermi no bioda aya a omsaloval diaken am parinyen ko anti o iyahes naya, ta tarek a maypahara pa o kasaloval ko niaya an fermi paya mangay a machisiasi diaken.'"" ","yako na ikacilo o vao eya. So ikapyapya rana no kato ko na nidongan sya. Ta maraherahet o kagolo na so cicilwan ko.'"""
1986743,"Vatan sia ni Jesus, ""Tori nio nadngey o pinarin no hoyis aya a di ninchad kano diamo no Dios. ","Maniring pa jira si Yeso am, ""Amizngen nyo pala o ciriciring na no mapacici a ji manaralay a tao an. "
1986744,"Asna no Dios paro pava o di somidong sira so tawotawo na a tomawag dia do kararaw, as kano iya paro o mapasadisadit so kapanidong na? ","Manngwa, ji na amiznga ni Ama ta do to o meyhanhan nya mapasyasi jya do araraw a kado ahehep? Manngwa, peypananayan na sira sidongen? "
1986745,"Vatahen ko ta makalo naynio a adngeyen as kagom na ninio. Asna an mawara anti o Naytawo aya am adasan na paro anti o tawo a masaray nia?""","Ko pa ciring jinyo am makeykai na inyo a sidongen. Am no meysinaoli ko am manngwa, makakala ko so manoyong a meyhanhan nyaken do karawan eya?"""
1986746,Pinawnonong na pa o parabola aya dira do makamia nia o tanyan da mapaparin as kaparo da so kadwan. ,Ipangamaog na sira o mapakazwazway a ji mapanadnad a tao so payyaingen na sya ni Yeso. 
1986747,"""Mian sa o dadwa ka tawo a nangay do templo a machahoahok. No asa aya am Fariseo as no asa aya am asa ka makagatogatosen as maparo a mangolekta no Roma. ","Maniring am, ""Amyan so rarwa ka tao a mangay meynozi do rako a panaralayan. O asa ka tao am macyagom do Vadisay. O asa am mapeyvazay so deyking a tao. "
1986748,"Naytetnek o Fariseo a maydasal a makavata sia, 'Mamahemahes ako do Dios, ta akma akoava so kadwan a tawo a mangotangotap, makagatogatosen as mangadwan a akma so tawo aya daw. ","Meytatanek a meynozi o tao a macyagom do Vadisay am ipanci na o, 'Mo Ama do to, ko isaray imo, ta ko jyakman so karwan no tao a yamangagom, mangzakza so icyatatao na, manlita. Ko jyakman so mapeyvazay so deyking a tao a yameyraraten. "
