,language1_text,language2_text
335594,"""Kun namimibi kamo, dai kamo maggamit nin dakul na tataramon na mayo man sana nin kahulogan, arog kan ginigibo kan mga pagano. Paghona ninda, dadangogon sinda nin Dios huli ta kadakul kan itinataram ninda. ","""As an maydasal kamo am manerbi kamoava so aro a chirin a pavividien a di nio a intindi a akma so parinyen da no di makasinchad so Dios, ta do vata da as nawri o idngey sira no Dios o kaaro no vatavatahen da. "
335595,Dai nindo sinda pag-arogon huli ta aram na kan saindong Ama an kaipuhan nindo bago nindo hagadon iyan saiya. ,"Makakma kamoava sira, ta aran manam pa so kapaydasal nio am mapanmo narana no Ama nio a Dios o iyahes nio sia. "
335596,"Arog kaini an pagpamibi nindo:' Ama nyamong nasa langit, Sambahon an ngaran mo;","Tiya o palialitan nio an machahoahok kamo:' Ama namen a mian do hanyit, aniven o ngaran mo. "
335597,dumatong an kahadean mo; kuyogon an boot mo digdi sa daga siring sa langit.,Mangay diamen o paypatolan mo as kapakatongtong pa no ichakey mo diamen do tana aya akma so kawnot dia do hanyit. 
335598,Itao mo samuya an samong kakanon sa aroaldaw.,"Itoroh mo pa o ichaviay namen do sicharaw aya, "
335599,"Patawada kami kan samong mga kasalan, siring kan pagpatawad nyamo sa mga nagkasala samuya.",as kapakabo mo pa so gatos namen akma so kapakabo namen dira do makagatos diamen. 
335600,"Hare kami pabayae na madaog nin sogot, alagad agawon mo kami sa maraot.'",Pavawahen mo pa yamen do katentasionan diamen kan do atavo a marahet. [Ta imo o maypatol a mian so ipakapamarin a abo so pandan. Amen.]'
335601,"""Kun pinapatawad nindo an mga nagkasala saindo, papatawadon man kamo kan saindong langitnon na Ama. ","""Ta an pakaboan nio sa o mian so gatos dinio am pakaboan kamo no Ama nio do hanyit. "
335602,"Alagad kun dai nindo pinapatawad an mga nagkasala saindo, dai man kamo papatawadon kan saindong langitnon na Ama.",Asna an di nio sa pakaboan o nakagatos dinio am akma pa saw o kadi na mapakaboan dia no Dios o gatos nio sa.
335603,"""Kun nag-aayuno kamo, dai kamo magpahiling nin mamondong lalawogon arog kan ginigibo kan mga parasagin-sagin. Nagpapahiling sindang garo gutom tanganing maaraman kan mga tawo na nag-aayuno sinda. Sa katotoohan sinasabihan ko kamo, inako na ninda an balos! ","""An may-ayono kamo am ipahalata nioava a akma sira so toman madiodiosen a yosad a mapavoya o kapteng da kano kakma day mangsah. Kapanmohen nio ta nahap darana o vahes da. "
335604,"Alagad kun nag-aayuno ka, manlabar ka asin manukray, ","Asna an may-ayono kamo am abdibdisen nioava o mapia a katitiban nio, "
335605,"tanganing dai maaraman kan mga tawo na nag-aayuno ka. An saimong Ama na dai nahihiling, iyo sana an makakaaram. Siya na nakakahiling sa hilom, an mabalos saimo.",tapian dia panmo ya no tawo an dia voken a no Ama nio a Dios a di nio mavoya a iya so makapanmo so atavo as iya pa so tomoroh so vahes dinio.
335606,"""Dai kamo magtipon nin kayamanan para saindo digdi sa daga, saen igwa nin bokbok asin takla na nangraraot, saka igwa nin mga parahabon. ","""Mapay-iras kamoava so kaynakman nio do tana aya a nia so mamek kano omrachi as kano matakaw. "
335607,"Kundi, magtipon kamo nin kayamanan sa langit, saen mayo nin bokbok, takla o parahabon. ",Asna nawri o pay-irasen nio o rakoh sa so sinmo do hanyit a dawri so kaboan dana no rachi kano amek anmana sira o manakanakaw. 
335608,"Huli ta kun haen an saindong kayamanan, yaon man an saindong puso.",Ta an dino o yanan no kaynakman nio am dawri a mismo o yanan no aktokto nio.
335609,"""An mata iyo an ilaw kan hawak. Kaya kun malinaw an saindong mga mata, an bilog nindong hawak mapapano nin kaliwanagan. ","""No mata o kwinta a sehdang no karakohan, dawa an serbien nio do mapia o mata nio am kasehdangan o atavo a karakohan nio. "
335610,"Alagad, kun malabog an saindong mga mata, an hawak nindo mapapano nin kadikloman. Kaya kun an ilaw na yaon saindo kadikloman, orog nanggad an kadikloman!",Asna an do di mayanong o serbian nio sia am maytavo o karakohan nio a machirapas do marahet. Dawa an no sehdang a mian dinio as kasarian am ay so kasari no pangwanan nio!
335611,"""Mayong makakapaglingkod sa duwang kagurangnan, huli ta ikakaongis niya an saro asin mamomotan an saro; magigin maimbod siya sa saro asin pag-oolog-ologon an saro. Dai kamo makakapaglingkod sa Dios asin sa kayamanan.","""Arava o makapayrayay sia payserbian o dadwa ka apohen, ta ichaddaw na o asa as kakontra na so asa, anmana anohdan na o asa as sobnahen na o asa. Maparin ava o kapayrayay nio sia payserbian o Dios as kano kaynakman no tana aya."
335612,"""Kaya sinasabihan ko kamo, dai kamo mahadit dapit sa pagbuhay nindo, kun ano an kakakanon o iinomon o kun ano an gugubingon. Bakong mas mahalaga an buhay ki sa kakanon; an hawak ki sa gubing? ","""Dawa vatahen ko dinio, ichavakel nioava o viay nio do tana aya. Ichavakel nioava o kanen nio, inomen nio anmana no onayen nio. Ta no kaviay aya am tod ava kakan. As no mangonay am rakorakoh o sinmo na kano onayen na. "
335613,Hilinga nindo an mga gamgam na naglalayog: dai sinda nagtatanom ni nag-aani o nagtitipon nin kakanon sa mga harong-harong; alagad pinapakakan sinda kan saindong langitnon na Ama! Bako daw na mas mahalaga kamo ki sa sainda? ,"Tiban nio pa kono sira o manomanok,"" kwana pa ni Jesus. ""Maymoha sava as manyani sava. Arava o bodega da amna pakanen sa no Ama nio do hanyit. As chapanngo no katidib na dinio a rakorakoh so balor? "
335614,"Siisay saindo, sa pagparahadit, an makakapahalawig kan saiyang buhay dawa sarong minuto sana?",As kano ara paro kabdibdisan sia no asa ka tawo o pamandan no viay na do kapayvavakel na nia?
335615,"""Tadaw ta nahahadit kamo dapit sa gubing? Hilinga nindo kun paano nagtatalubo an mga liryo sa kaomahan: dai sinda nagpapagal ni nagtatahi nin gubing. ","""As ango paro kavaklan nio no onawnayen nio. Tiban nio sa o vonyitan do katakyan. Maytrabaho sava as kano mamarin sava so lamit, "
335616,"Alagad sinasabihan ko kamo, dawa si Solomon sa bilog niyang kamurawayan, dai pa nakagubing nin arog kagayon kan saro kan mga liryong ini. ",amna vatahen ko dinio ta aran si Solomon a oyod a maynakem am nangonay ava so maviavid so katitiban kanira. 
335617,"Ginugubingan ngani nin Dios an mga doot na buhay ngunyan alagad pagkaaga sinusulo, kamo pa daw an dai niya gubingan? Mga maluya an pagtubod! ","An sikasohen no Dios o dibobot a nia so maviay pa sicharaw as sosohan do ichadadwa na karaw am chapanngo no kasikaso na dinio a torohan so onayen nio, inioaya a dekey so saray? "
335618,Kaya dai kamo magparahadit kun saen kamo makua nin kakanon o inomon o gubing. ,"Dawa ipayvavakel nioava an ango kanen nio, inomen nio anmana onawnayen nio, "
335619,Ini an mga bagay na pinagpaparahaditan kan mga pagano. Aram kan saindong langitnon na Ama na kaipuhan nindo an mga bagay na ini. ,ta nia o kaparin da no dia saray no Dios asna machitarek kamo takwan ichapatak no Ama nio do hanyit o pangaylanganan nio sa. 
335620,"Alagad hanapa ngona nindong enot sa gabos an Kahadean nin Dios saka an saiyang katanosan, asin mapapasaindo man an mga bagay na ini. ","Asna panmahen nio a chitahen o komwan do paypatolan no Dios as kano inolay na dinio, as no nesisita nio saya am itoroh na sa anti atavo. "
335621,Dai kamo maghadit dapit sa masunod na aldaw; huli ta igwa man iyan nin sadiring kahaditan. Tama na an mga problema para sa ngunyan na aldaw.,"Dawa ichavakel nioava o andelak nio, ta manawob dana sicharaw o intindien kano problema sa sicharaw as ango rapan nio pa dia."
335622,"""Dai kamo maghusgar asin dai man kamo huhusgaran nin Dios. ","""Manhosga kamoava tapian di kamo a hosgan. "
335623,"Huli ta huhusgaran kamo nin Dios siring kan paghusgar nindo; kun ano an sukol na ginagamit nindo, iyo man an gagamiton saindo. ","Ta an ango o hosgan mo do kadwan am nawri pa o mismo a ihosga dimo, ta an ango parinyen mo do kadwan am nawri o parinyen dimo. "
335624,"Tadaw ta nahihiling mo an sadit na ati sa mata kan saimong tugang, alagad dai mo nahihiling an dakulang ati sa sadiri mong mata? ",Ta ango paro ichasonosonong no kavoya nio so podin no kadwan as kadi nio makavoyan so akmayay poget a mian do mata nio. 
335625,"Tadaw ta nangangahas kang magsabi sa tugang mo, 'Haleon ko daw an ati sa mata mo,' kun sa sadiri mong mata igwa nin dakulang ati? ","Anmana ango vatan nio so, 'Pakarohen ko o podin moaya, kakteh,' as kadi nio makavoyan so akmayay poget a podin nio! "
335626,Parasagin-sagin! Halea ngona an dakulang ati sa mata mo tanganing makahiling ka nin marahay; dangan pwede mo nang mahale an sadit na ati sa mata kan saimong tugang.,"Mayanong paroava o kapanma nio pa sia pakarohen o poget aya do mata nio tapian masonosonong o kapakaro nio so podin no kakteh nio, inio a toman?"
335627,"""Dai nindo ipagtao an bagay na banal sa mga ayam ta tibaad kagaton kamo; dai nindo ipag-apon an saindong mga perlas sa mga orig ta tibaad timak-timakan ninda an mga iyan.","""Itoroh nioava do chito o rakoh so balor, ta tod daynio a sonyiten. As torohan nio sava so perlas o bago, ta no kalalasag da dia."
335628,"""Maghagad kamo asin tatawan kamo; maghanap asin makukua nindo; tumuktok asin bubuksan kamo. ","""Mavidin kamo a machipangdaw, ta marawat nio anti o iyahes nioaya. Omhes kamoava manita, ta mavoya nio anti o chitahen nioaya. Mavidin kamo a manogtog, ta ipanyiwang kamo anti. "
335629,"Huli ta an lambang naghahagad, tinatawan; an naghahanap, nakakakua; asin an nagtutuktok, binubuksan. ","Ta an sino o mangahes am makarawat, as no manita am makavoya as no manogtog am ipanyiwang sia. "
335630,Siisay na ama an matao nin gapo sa saiyang aki kun tinapay an hinahagad? ,Ara do vata nio asa ka ama a tomoroh so bato do manganak na an mangahes so tinapay? 
335631,O halas kun sira an saiyang hinahagad? ,Anmana tomoroh paro ya so boday an among o iyahes na? 
335632,"Kun kamo nganing mga maraot, tataong magtao nin marahay na bagay sa saindong mga aki, an Ama pa daw nindo na nasa langit an dai magtao nin mga marahay na bagay sa mga naghahagad saiya!",An no asa ka tawo a makagatogatos as mapanmo na o katoroh na so mapia do kamanganakan na am chapanngo no kasonosonong no Ama nio do hanyit a tomoroh so atavo a mapia do mangahes sia? 
335633,"""Kaya gibohon nindo sa iba an boot nindong gibohon ninda saindo. Ini an kahulogan kan Katogonan ni Moises asin kan mga katukdoan kan mga propeta.","An ango o ichakey nio a parinyen dinio no kadwan am akma pa saw o parinyen nio dira, ta niaya o paytavoan no onotan ta a pinatolas da Moises kanira no profeta."
335634,"""Lumaog kamo sa hayakpit na pintoan, huli ta halakbang an pintoan saka mahiwas an dalan pasiring sa karatan, asin dakul an minalaog diyan. ","""Somdep kamo do masopit aya a pantaw, ta no panahanan aya a mangwan do infierno am mawvong as aro o manahan dia. "
335635,Alagad hayakpit saka piot an agihan pasiring sa buhay. Asin dikit an nakakakua kaiyan.,Amna masopit o pantaw as masadit o panahanan a mangwan aya do viay a abo so pandan as mayhahaw o makavoya sia.
335636,"""Mag-ingat kamo sa mga bakong tunay na propeta; garo sinda mga karnero kun minadolok saindo, alagad sa katunayan mga mabangis na lobo sinda. ","""Makapatak kamo dira do mangay sa dinio a kadakadaday a mananawo a toman a mapawnot do mapia asna no kakawyoran na am oyod sa mangananawa. "
335637,Mamimidbid nindo sinda sa mga gibo ninda. An limonsito dai namumunga nin ubas asin an labnig dai namumunga nin bayawas.,Masinchad nio sa do kaparin no pariparinyen da. Omsi ava so obas o ayem as omsi ava so bayawas o kamanolok. 
335638,"An marahay na kahoy, marahay man an bunga; an maraot na kahoy, maraot man an bunga. ",No mapia a kayo am omsi so mapia as no marahet a kayo am omsi so marahet. 
335639,An marahay na kahoy dai nagbubunga nin maraot; an maraot na kahoy dai nagbubunga nin marahay. ,Maparin ava omsi so marahet o mapia a kayo as maparin ava a omsi so mapia o marahet a kayo. 
335640,"An lambang kahoy na dai nagbubunga nin marahay, pinapalod asin isinusugba sa kalayo. ",Atavo a kayo a di omsi so mapia am akteven as kasosoh dia. 
335641,Kaya mamimidbid nindo an mga bakong tunay na propeta huli sa mga gibo ninda.,Dawa akma pa sawri ta masinchad sira o kadakadaday a mananawo do mararahet a pariparinyen da.
335642,"""Bako an gabos na nag-aapod sako, 'Kagurangnan, Kagurangnan,' makakalaog sa Kahadean nin langit, kundi an mga naggigibo kan kabotan nin sakong Ama na nasa langit. ","""Maytavo sava anti a tomawag diaken so Apo o makasdep do paypatolan do hanyit asna sira o omparin so inolay no Ama ko a mian do hanyit. "
335643,"Pag-abot kan Huring Aldaw, dakul an masabi sako, 'Kagurangnan, Kagurangnan, nagpropesiya kami, nagpaluwas nin mga demonyo, asin naggibo nin mga ngangalasan sa ngaran mo!' ","Do ito anti araw no kapaysekasekad am aro sa anti o makavata so, 'Apo, nananawo kami so komapet dimo as kapahbet namen so mararahet a espirito do ngaran mo as mian pa o aro a milagro a pinarin namen do ngaran mo.' "
335644,"Dangan sisimbagon ko sinda, 'Dai ko nanggad kamo midbid. Rumayo kamo sako, mga paragibo nin maraot!'","Amna vatahen ko anti dira, 'Masinchad koavaynio. Komaro kamo, inio a mararahet so pariparinyen.'"
335645,"""An nagdadangog asin nagkukuyog kaining mga itinaram ko nakakaagid sa madonong na tawong nagtugdok kan harong niya sa gapo. ","""No tawo a domngey sia o vatahen ko as kaparin na sia am komparahen ko do asa ka tawo a masolib a mayvahay. Mahni o nakapatnek na sia, ta bato o soyid na. "
335646,"Nag-uran nin makosog, nagbaha dangan hinampas nin makosog na doros an harong na iyan, alagad dai narumpag dahel ta itinugdok iyan sa gapo. ",As do kawara no mawyas a timoy as kawara no rakoh a ayo as kano mayet a salawsaw am nararayaw ava ta bato o soyid na. 
335647,"An nagdadangog kaining mga itinaram ko alagad dai nagkukuyog kaiyan, nakakaagid sa tawong lolong na nagtugdok kan harong niya sa baybay. ",As no tawo a domngey sia o vatahen ko as kadi na sia a parinyen am komparahen ko do dia solib a tawo a mayvahay do kanayan. 
335648,"Nag-uran nin makosog, nagbaha, hinampas nin makosog na doros an harong asin narumpag iyan. Grabe an pagkarumpag kaiyan!""","As do katimoy na so mawyas as kawara no rakoh a ayo kano mayet a salawsaw am nyeng a mararayaw o vahay naya."""
335649,"Pakataram ni Jesus kan mga bagay na ini, nagngalas an mga tawo sa saiyang katukdoan, ","As do nakatayoka na mayliliak ni Jesus am oyod sa naychaknin o nakadngey ori sia, "
335650,"huli ta nagtukdo siya siring sa sarong may kapangyarihan, bakong arog kan mga paratukdo kan Katogonan.",ta mananawo dira a mian so rakoh a ipakapamarin a dia akma sira so eskriba sirawri.
335651,"Pakababa ni Jesus hale sa bulod, sinunod siya nin kadakul na tawo. ",Do nakawsok ni Jesus do tokon ori am mian sa o oyod a aro a tawotawo a minonot sia. 
335652,"Sarong daoton nagdolok saka nagluhod sa atubangan niya, asin nagsabi, ""Kagurangnan, kun boot mo, malilinigan mo ako.""","As mian o asa ka madipad a nangay a domogod do salapan na a makavata sia, ""An ichasi mo yaken mo Apo am tovatovahen mo pa yaken."" "
335653,"Dinutaan siya ni Jesus kan kamot niya asin sinabihan, ""Boot ko; malinigan ka!"" Asin nahale tolos an saiyang daot. ","Tinodo sia ni Jesus as kavata na sia, ""Oon, as mapia ka na."" As nanyeng a mabo o dipad nawri. "
335654,"Dangan tinugon siya ni Jesus, ""Dai mo ini ipang-osip, kundi pumahiling ka tolos sa padi, asin magdolot ka kan atang na ipinagboot ni Moises sa pagpatunay na malinig ka na.""","Niyokoyokod sia ni Jesus a di mayvahevahey nia do aran sino as kavata na sia, ""Mangay ka a mapavoya do pali do nakatova mo na as katoroh mo so sakrifisio akma so mian do onotan ta a pinatolas ni Moises tapian mavoya no tawotawo o kasivog mo na a natova."""
335655,"Paglaog ni Jesus sa Capernaum, sinabat siya nin sarong opisyal na Romano. Nakimaherak ini saiya, ","Do nakapayvidi ni Jesus do Capernaum am mian o asa ka apohen da no sinjalo no Roma a tawagan so sentorio a nachivayat di Jesus a machisiasi dia, "
335656,"""Kagurangnan, an sorogoon ko nasa harong, naparalisis asin nagtitios nin makuri.""","a makavata sia, ""Apo, no pachirawatan ko am tori a oyod a maymetmet a maganit as makapayhojihoji pava."" "
335657,"""Maduman ako tanganing bolongon siya,"" an sabi ni Jesus.","Vatan sia ni Jesus, ""Mangay ta do vahay nio, ta tovatovahen ko."" "
335658,"""Kagurangnan, dai ka na magduman,"" an sabi kan opisyal. ""Alang-alang ako na lumaog ka sa sakong harong. Alagad magtaram ka sana, asin mararahay an sorogoon ko. ","Amna vinata no apohen aya no sinjalo, ""Apo, mangay ka pava do vahay, ta mayanong ava o vahay namen a asdepan mo, asna tod mo na vatahen o kapia na am matova dana anti ori. "
335659,"Huli ta ako nasasakopan nin mas halangkaw sakong mga opisyal; asin igwa man akong nasasakopan na mga soldados. Kun magboot ako sa saro, 'Dumuman ka!' minaduman siya; kun magsabi ako sa iba, 'Madya!' minadolok siya. Kun sinusugo ko an sakong oripon, 'Giboha ini!' ginigibo niya iyan.""","Takwan yaken am maintindi ko o kapakapamarin no chirin no asa ka tawo a makayamot do kayan no adngedngeyen ko sa a matoato kaniaken as kayan da no sinjalo a mandoan ko. Ta do kavata ko so, 'Mangay ka na,' anmana 'Mangay ka dia,' am kawnotan ya, as aran sira o pachirawatan ko am parinyen da o vatahen ko."""
335660,"Napangalas si Jesus kan madangog ini. Kaya sinabihan niya an mga tawong nagsusunod saiya, ""Maski sa Israel dai pa ako nakanumpong nin arog kaini kadakulang pagtubod! ","Do nakadngey sia ya ni Jesus am naychaknin. Tiniban na sa o aro saya a tawotawo a omdivon sia as kavata na sia, ""Vatahen ko dinio ta aran do Israel am tayto pa abo o makakma sia so karakoh no saray. "
335661,"Sa katotoohan sinasabihan ko kamo, dakul an maabot hale sa sirangan asin sa solnopan; dangan makakan kaiba ni Abraham, ni Isaac asin ni Jacob sa Kahadean nin langit. ","Kapanmohen nio ya ta aro sa anti o yapo do atavo a parte no mondo aya a machihanghang da Abraham, Isaac kani Jacob do paypatolan do hanyit. "
335662,"Alagad an mga aki kan Kahadean, iaapon sa kadikloman sa luwas; duman magtatangis sinda asin magraragot an saindang mga ngipon."" ","As sira o sivog a pinaypreparan no Dios so paypatolan naya do hanyit am ipoha sa anti do kasarisarian a paytanyitanyisan da kano paylangetngetan da do kahara no pandidiwan da."" "
335663,"Dangan nagsabi si Jesus sa opisyal, ""Puli na; mangyayari an hinahagad mo sosog sa pagtubod mo."" Kan oras man sanang iyan narahay an sorogoon kan opisyal.","Vatan sia ni Jesus do apohen aya no sinjalo, ""Somavat ka na ta natova dana o pachirawatan mori a makayamot do saray mo."" As do oras awri am napia o pachirawatan nawri."
335664,"Nagduman si Jesus sa harong ni Pedro. Inabotan niya duman an panugangan na babae ni Pedro na naghihigda, ta kinakalentura. ",As do nakangay ni Jesus do vahay da Pedro am no ina no kakovot ori ni Pedro am mian a mayongohat as kadi na makapayvangonan. 
335665,"Kinaptan ni Jesus an kamot kan babae, dangan nawara an saiyang kalentura. Nagbangon siya asin naglingkod ki Jesus.",Tinodo ni Jesus o tanoro nawri am nanyeng a mabo o kapayongohat na as kapayvangon na a omyavayava nira.
335666,"Pagkabangi, dinara ki Jesus kan mga tawo an dakul na tawong may demonyo. Sa sarong tataramon sana ni Jesus pinaluwas niya an mga maraot na espiritu dangan binolong an gabos na naghehelang. ",Do mahep nawri am oyod sa aro o inangay da di Jesus a sindepan no mararahet a espirito as do kavata sia ni Jesus o kakaro da am nyeng sa komaro as tinovatova na pa sira o atavo a magaganit. 
335667,"Ginibo niya ini tanganing maotob an sinabi ni Propeta Isaias, ""Kinua niya an satong mga kamatean, asin tinios niya an satong mga kahelangan.""","Do akma saya sia a pinariparin na am nakatongtong o vinata ni profeta Isaias, ""Tinovatova na sa o ganit ta as pinakaro na sa o didiwen ta."""
335668,"Kan mahiling ni Jesus an dakul na tawo sa palibot niya, pinagbotan niya an mga disipulo na magbalyo sinda sa ibong kan danaw. ",Do kaaro dawri no tawo a omdivon dira am vinata ni Jesus dira do disipolos nawri o kapayprepara da do kapayatovang da. 
335669,"May sarong paratukdo kan Katogonan na nagdolok saiya asin nagsabi, ""Maestro, andam akong mag-iba saimo maski saen ka magduman.""","Do kanam darana komaro am mian o asa ka eskriba a nangay a makavata sia di Jesus, ""Apo, omonot ako na dimo do atavo a pangwanan mo."" "
335670,"Sinabihan siya ni Jesus, ""An mga amid may mga kalot asin an mga gamgam may mga salagan, alagad an Aki nin Tawo mayo nin mahihigdaan.""","Amna tapian mangtokto am vinata sia ni Jesus, ""Mian o maychaponged a yanan da no vinyay kano manomanok pero no Naytawo aya am arava o savatan na a vahay."""
335671,"An saro man sa mga disipulo nagsabi ki Jesus, ""Kagurangnan, tugote ngona akong magpuli ta ilulubong ko an sakong ama.""","Mian pa o asa ka disipolo a nakavata sia, ""Apo, omonot ako dimo amna sichangoriaw ava ta pachonongan ko pa o ama ko."" "
335672,"""Sumunod ka sako,"" an sabi ni Jesus, ""pabayae an mga gadan na maglubong kan saindang mga gadan.""","Amna tinbay ni Jesus, ""Nolay mo sa o logar a omsikaso so komwan do akma saya siaDo Griego: asna imo am onotan mo yaken."""
335673,Naglunad si Jesus sa sakayan kaiba an saiyang mga disipulo. ,Do nakasakay dana ni Jesus do falowa am minonot sa somakay o disipolos na sawri. 
335674,"Bigla sanang uminabot an makosog na subasko sa danaw, kaya nalalantopan na kan alon an sakayan. Torog kaidto si Jesus. ",As do kapaybiahe daranawri am naysasalawsaw as kapaybebkas na as kasitnan na ompasakay dia o falowa dawri amna tori a makaycheh si Jesus. 
335675,"Kaya pinukaw siya kan mga disipulo dangan sinabihan, ""Kagurangnan, ligtasan kami! Malulunod na kita!""","Niyokay da sia no disipolos na sawri as kavata da sia, ""Apo, librien mo yaten ta omned ta!"" "
335676,"Sinabihan sinda ni Jesus, ""Tadaw ta natatakot kamo? Mga maluya an pagtubod!"" Nagbangon si Jesus, pinagbotan niyang magkalma an doros saka an alon, dangan nagkaigwa nin dakulang katoninongan.","Vatan sia ni Jesus, ""Ango ichamo nio kano ango ichabo no saray nio!"" As nayvangon as kamando na dia o salawsaw kano abkas ori as nyeng a mangheteng as kapaypadinak na. "
335677,"Nagngalas sinda gabos. ""Anong klaseng tawo ini na kinukuyog maski kan doros saka dagat?"" an sabi ninda.","Oyod sa naychaknin as kavata da sia, ""Ango paro o katawo na nia ta aran no salawsaw kano abkas am anohdan da!"""
335678,"Pag-abot ni Jesus sa Gadara na nasa ibong kan danaw, sinabat siya nin duwang lalaki na hale sa mga lungib na pinaglulubongan. An mga lalaking ini may demonyo asin mariringis, kaya mayo nin siisay man na nangangahas na mag-agi sa dalan na idto. ","Do nakawara da Jesus do katovang nawri do kavahayan da no Gadareno am nachivayat sa o dadwa ka tawo a yapo do sementerio. Sira ya am sindepan sa no mararahet a espirito as oyod sa delikado do tawo, dawa arava o makapanahan daw. "
335679,"Bigla sindang nagkurahaw, ""Aki nin Dios, ano an pakilabot mo samo? Nagdigdi ka tanganing padusahan kami maski bako pang panahon?""","Nangyaw sa a makavata sia, ""Imo a Manganak no Dios, ango ichakey mo diamen. Kastigoan mo paro yamen sichangoriaw aran abo pa do tiempo?"""
335680,"Harani duman, may mga orig na nagsusurungkal. ","Do masngen ori daw am mian sa o aro a bago a mayvidividi, "
335681,"Nakimaherak ki Jesus an mga demonyong ini, ""Kun papaluwason mo kami, tugote kaming maglaog sa mga orig.""","as nachisiasi sira o mararahet aya espirito di Jesus a makavata sia, ""An voyawen mo yamen am tovoyen mo yamen dira do bago siraya."" "
335682,"Sinabihan sinda ni Jesus, ""Paduman kamo."" Kaya luminuwas sinda sa mga lalaking idto asin luminaog sa mga orig. Biglang duminalagan an gabos na ini pasiring sa ampas; nahulog sinda sa danaw dangan nagkaralamos.","Vatan sia ni Jesus dira, ""Mangay kamo dira,"" as nangay sa do bago sirawri. Kasdep da do bago sawri am naychapayapayayo sa a mayjogtos do kakarangan ori as chinamotan sa atavo. "
335683,An mga paraataman kan mga orig nagdurulag pasiring sa banwaan dangan inosip an gabos na nangyaring ini pati an nangyari sa duwang lalaking may demonyo. ,As sira o mangonong ori do bago sawri am nyeng sa mayayo a mangay do kavahayan awri a mamahevahey nia o atavo sawri a naparin. 
335684,Kaya sinabat si Jesus kan gabos na tawo sa banwaan na idto. Nakimaherak sinda na maghale siya sa saindang teritoryo.,Do akma sia a naparin am nachivayat sa di Jesus o aro a tawo a machisiasi sia do kakaro narana do kavahayan dawri.
335685,"Naglunad giraray si Jesus sa sakayan pabalik sa ibong kan danaw, sa sadiri niyang banwaan. ",Minirwa si Jesus a somakay do falowa as kapayatovang na a mayvidi do kavahayan na. 
335686,"Dinara saiya kan nagkapirang tawo an sarong lalaking paralitiko na nakahigda. Kan mahiling ni Jesus an saindang makosog na pagtubod, sinabihan niya an paralitiko, ""Aki ko, pakosoga an boot mo! Pinapatawad na an mga kasalan mo.""","Mian sa o nanangay di Jesus so asa ka paralitiko a ninat da do ichehan na. Do nakavoya na sia ni Jesus o rakoh aya a saray da am vinata na do maganit aya, ""Manganak, masoyosoyot ka, ta tayto dana pakaboan o gatogatos mo."" "
335687,"Nagsaboot an nagkapirang paratukdo kan Katogonan, ""An lalaking ini naglalanghad tumang sa Dios!"" ","Vatahen da no eskriba sawri do kadwan dira, ""No tawo aya am tayto makavata so machikontra do Dios!"" "
335688,"Aram ni Jesus an nasa isip ninda kaya nagsabi siya, ""Tadaw ta nag-iisip kamo nin maraot? ","Amna do nakapanmo sia ni Jesus o mian do aktokto da am vinata na, ""Ango icharahet no mian do aktokto nio. "
335689,"Arin an mas pasil sabihon, 'Pinapatawad na an mga kasalan mo', o 'Tindog asin lakaw'? ","No siyo do vata nio o masonosonong a parinyen. No kavata so, 'Tayto dana pakaboan o gatogatos mo,' anmana no kavata so, 'Mayvangon ka as kangay mo na!' "
335690,"Alagad tanganing patunayan ko saindo na an Aki nin Tawo igwa nin kapangyarihan digdi sa daga na magpatawad nin mga kasalan,"" sinabihan niya an paralitiko, ""Tindog, daraha an saimong higdaan dangan pumuli ka na!""","Amna tapian mavoya nio so matalamad o kayan no ipakapamarin do tana aya no Naytawo aya a mapakabo so gatos am vatahen ko do paralitiko aya, 'Mayvangon ka as kahap mo so ichehan moaya as kasavat mo na.'"" "
335691,Nagtindog an lalaki dangan nagpuli. ,As nyeng a mayvangon as kasavat narana. 
335692,"Kan mahiling ini kan mga tawo, nagkatarakot sinda asin nag-omaw sa Dios na nagtao nin siring na kapangyarihan sa mga tawo.",As no tawotawo sirawri do nakavoya da sia o ipakapamarin naya am oyod sa naychaknin as kasitnan da a omdaday so Dios a makayamot do napaparin aw.
335693,"Kan si Jesus naglalakaw pakahale sa lugar na idto, nahiling niya an sarong parasingil nin buhis na an ngaran Mateo, nagtutukaw sa pinagsisingilan nin buhis. Inapod siya ni Jesus, ""Sumunod ka sako."" Nagtindog si Mateo asin nagsunod ki Jesus.","Komnaro dawri si Jesus as do kayam na am navoya na si Mateo a asa ka mangolekta so bienes no gobierno no Roma a tori a maydisna do ofisina na. Vatan sia ni Jesus, ""Omonot ka na diaken,"" as nanyeng a maytetnek as kawnot na di Jesus."
335694,"Kan nagkakakan si Jesus sa saiyang harong, nag-abot an dakul na parasingil nin buhis asin mga parakasala. Nagsabay sinda ki Jesus asin sa saiyang mga disipulo sa pagkakan. ",Do nakangay da Jesus a moyab do vahay da Mateo am nawara sa o aro a mangolekta no Roma kanira no kadwan pa a maparo a tawo a machihanghang da Jesus kanira no disipolos na saya. 
